timestamp,source,rpm_value,raw_byte,other_source_rpm,raw_frame
1771333250.847,unsolicited,0,0,,C0|00|08|00|00|00|07
1771333250.855,unsolicited,0,0,,C0|00|08|00|00|00|07
1771333250.856,unsolicited,0,0,,C0|00|08|00|00|00|07
1771333251.484,solicited,0,,0,
1771333251.485,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771333251.485,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771333251.553,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771333251.585,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771333253.835,solicited,0,,0,
1771333253.968,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771333253.969,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771333253.969,unsolicited,0,0,0,C0|00|08|00|00|00|07
