timestamp,source,rpm_value,raw_byte,other_source_rpm,raw_frame
1771338309.490,unsolicited,0,0,,C0|00|08|00|00|00|07
1771338309.495,solicited,0,,0,
1771338309.731,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338311.011,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338311.045,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338311.350,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338311.652,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338311.953,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338311.954,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338311.955,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338311.987,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338312.188,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338312.222,solicited,0,,0,
1771338312.223,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338312.255,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338312.256,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338312.256,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338312.289,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338312.289,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338314.576,unsolicited,0,0,0,C8|00|08|00|00|00|0F
1771338314.577,unsolicited,0,0,0,C8|00|08|00|00|00|0F
1771338314.608,solicited,0,,0,
1771338315.919,solicited,1350,,0,
1771338316.052,unsolicited,512,8,1350,C8|08|08|00|00|00|17
1771338316.056,unsolicited,512,8,1350,C8|08|08|00|00|00|17
1771338317.366,unsolicited,512,8,1350,C8|08|08|00|00|00|17
1771338317.367,unsolicited,512,8,1350,C8|08|08|00|00|00|17
1771338317.367,unsolicited,512,8,1350,C8|08|08|00|00|00|17
1771338317.600,unsolicited,512,8,1350,C8|08|08|00|00|00|17
1771338317.601,unsolicited,512,8,1350,C8|08|08|00|00|00|17
1771338317.601,unsolicited,512,8,1350,C8|08|08|00|00|00|17
1771338338.942,unsolicited,0,0,1350,C0|00|08|00|00|00|07
1771338338.975,solicited,0,,0,
1771338339.076,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338339.077,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338339.376,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338340.319,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338345.326,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338345.358,solicited,0,,0,
1771338345.359,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338347.207,solicited,0,,0,
1771338347.343,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338348.417,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338348.417,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338348.418,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338348.652,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338348.988,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338348.988,solicited,0,,0,
1771338348.989,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338348.989,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338349.022,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338350.174,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338350.175,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338350.204,solicited,0,,0,
1771338350.272,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338350.376,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338350.377,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338358.074,solicited,0,,0,
1771338358.343,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338360.219,solicited,0,,0,
1771338360.319,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338360.519,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338360.620,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338362.345,solicited,0,,0,
1771338362.378,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338363.792,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338363.793,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338363.793,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338363.825,solicited,0,,0,
1771338364.499,solicited,0,,0,
1771338373.006,solicited,0,,0,
1771338373.039,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338373.240,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338373.274,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338374.485,solicited,0,,0,
1771338377.072,solicited,0,,0,
1771338377.072,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338379.620,solicited,0,,0,
1771338379.856,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338379.890,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338383.287,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338383.355,solicited,0,,0,
1771338383.355,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338383.356,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338383.389,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338383.589,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338383.590,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338383.591,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338385.302,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338385.334,solicited,0,,0,
1771338386.480,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338388.193,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338388.226,solicited,0,,0,
1771338388.460,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338391.726,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338391.727,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338391.760,solicited,0,,0,
1771338392.095,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338393.301,solicited,0,,0,
1771338396.164,unsolicited,512,8,0,C8|08|08|00|00|00|17
1771338396.466,unsolicited,512,8,0,C8|08|08|00|00|00|17
1771338396.467,unsolicited,512,8,0,C8|08|08|00|00|00|17
1771338396.500,solicited,1253,,512,
1771338396.533,unsolicited,512,8,1253,C8|08|08|00|00|00|17
1771338403.387,solicited,1258,,512,
1771338405.849,unsolicited,512,8,1258,C0|08|08|00|00|00|0F
1771338405.883,solicited,1235,,512,
1771338405.884,unsolicited,512,8,1235,C0|08|08|00|00|00|0F
1771338407.498,solicited,1237,,512,
1771338407.499,unsolicited,448,7,1237,C0|07|08|00|00|00|0E
1771338415.193,unsolicited,0,0,1237,C0|00|08|00|00|00|07
1771338415.228,unsolicited,0,0,1237,C0|00|08|00|00|00|07
1771338420.543,unsolicited,0,0,1237,C0|00|08|00|00|00|07
1771338420.544,unsolicited,0,0,1237,C0|00|08|00|00|00|07
1771338420.784,unsolicited,0,0,1237,C0|00|08|00|00|00|07
1771338420.814,unsolicited,0,0,1237,C0|00|08|00|00|00|07
1771338421.082,unsolicited,0,0,1237,C0|00|08|00|00|00|07
1771338421.083,unsolicited,0,0,1237,C0|00|08|00|00|00|07
1771338421.116,solicited,0,,0,
1771338421.116,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338421.117,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338421.149,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338423.668,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338423.668,solicited,0,,0,
1771338423.701,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338424.004,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338425.856,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338425.856,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338425.890,solicited,0,,0,
1771338425.890,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338427.938,solicited,0,,0,
1771338428.173,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338429.850,solicited,0,,0,
1771338431.062,solicited,0,,0,
1771338434.652,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338434.653,solicited,0,,0,
1771338436.810,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338436.840,solicited,0,,0,
1771338436.940,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338440.172,solicited,0,,0,
1771338440.407,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338441.656,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338441.656,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338441.686,solicited,0,,0,
1771338441.755,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338442.192,solicited,0,,0,
1771338444.212,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338444.244,solicited,0,,0,
1771338445.454,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338445.488,solicited,0,,0,
1771338445.755,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338445.755,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338447.737,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338448.412,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338448.446,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338448.449,solicited,0,,0,
1771338452.436,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338452.671,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338452.671,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338454.284,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338454.285,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338457.510,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338457.511,solicited,0,,0,
1771338457.845,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338457.911,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338458.787,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338458.820,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338458.821,solicited,0,,0,
1771338459.357,solicited,0,,0,
1771338459.930,solicited,0,,0,
1771338461.545,solicited,0,,0,
1771338461.951,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338462.187,solicited,0,,0,
1771338463.535,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338463.535,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338463.536,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338463.569,solicited,0,,0,
1771338463.602,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338464.782,solicited,0,,0,
1771338465.050,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338465.051,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338466.777,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338466.777,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338466.806,solicited,0,,0,
1771338475.495,unsolicited,512,8,0,C0|08|08|00|00|00|0F
1771338475.498,solicited,1277,,512,
1771338475.529,unsolicited,512,8,1277,C0|08|08|00|00|00|0F
1771338477.813,solicited,1272,,512,
1771338477.880,unsolicited,512,8,1272,C0|08|08|00|00|00|0F
1771338480.534,solicited,1224,,512,
1771338480.566,unsolicited,448,7,1224,C0|07|08|00|00|00|0E
1771338480.567,unsolicited,448,7,1224,C0|07|08|00|00|00|0E
1771338480.802,unsolicited,448,7,1224,C0|07|08|00|00|00|0E
1771338480.806,unsolicited,448,7,1224,C0|07|08|00|00|00|0E
1771338481.205,unsolicited,448,7,1224,C0|07|08|00|00|00|0E
1771338481.239,unsolicited,448,7,1224,C0|07|08|00|00|00|0E
1771338481.239,unsolicited,448,7,1224,C0|07|08|00|00|00|0E
1771338481.272,solicited,1245,,448,
1771338481.274,unsolicited,448,7,1245,C0|07|08|00|00|00|0E
1771338481.275,unsolicited,448,7,1245,C0|07|08|00|00|00|0E
1771338481.910,unsolicited,448,7,1245,C0|07|08|00|00|00|0E
1771338481.911,unsolicited,448,7,1245,C0|07|08|00|00|00|0E
1771338484.833,unsolicited,448,7,1245,C0|07|08|00|00|00|0E
1771338484.834,unsolicited,448,7,1245,C0|07|08|00|00|00|0E
1771338484.835,unsolicited,448,7,1245,C0|07|08|00|00|00|0E
1771338485.101,unsolicited,448,7,1245,C0|07|08|00|00|00|0E
1771338485.404,solicited,1185,,448,
1771338487.947,unsolicited,448,7,1185,C0|07|08|00|00|00|0E
1771338487.948,unsolicited,448,7,1185,C0|07|08|00|00|00|0E
1771338487.980,solicited,1195,,448,
1771338487.981,unsolicited,448,7,1195,C0|07|08|00|00|00|0E
1771338488.014,unsolicited,448,7,1195,C0|07|08|00|00|00|0E
1771338488.284,unsolicited,448,7,1195,C0|07|08|00|00|00|0E
1771338489.288,unsolicited,448,7,1195,C0|07|08|00|00|00|0E
1771338489.321,unsolicited,448,7,1195,C0|07|08|00|00|00|0E
1771338489.322,solicited,1199,,448,
1771338489.322,unsolicited,448,7,1199,C0|07|08|00|00|00|0E
1771338489.354,unsolicited,448,7,1199,C0|07|08|00|00|00|0E
1771338489.422,unsolicited,448,7,1199,C0|07|08|00|00|00|0E
1771338489.423,unsolicited,448,7,1199,C0|07|08|00|00|00|0E
1771338489.860,solicited,1203,,448,
1771338490.600,solicited,1052,,448,
1771338490.601,unsolicited,0,0,1052,C0|00|08|00|00|00|07
1771338490.634,unsolicited,0,0,1052,C0|00|08|00|00|00|07
1771338491.107,unsolicited,0,0,1052,C0|00|08|00|00|00|07
1771338491.107,solicited,129,,0,
1771338491.112,unsolicited,0,0,129,C0|00|08|00|00|00|07
1771338492.581,solicited,0,,0,
1771338492.681,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338492.951,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338493.019,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338493.119,solicited,0,,0,
1771338493.120,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338495.477,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338495.511,solicited,0,,0,
1771338495.512,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338495.545,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338495.750,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338495.750,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338495.781,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338495.782,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338496.588,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338496.589,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338496.590,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338496.621,solicited,0,,0,
1771338496.624,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338497.026,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338498.200,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338498.232,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338498.233,solicited,0,,0,
1771338498.772,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338499.072,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338499.073,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338499.708,solicited,0,,0,
1771338499.807,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338503.816,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338503.883,solicited,0,,0,
1771338503.884,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338503.884,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338504.121,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338505.409,solicited,0,,0,
1771338505.443,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338505.443,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338506.422,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338506.455,solicited,0,,0,
1771338506.455,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338506.456,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338506.488,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338506.928,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338509.556,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338509.794,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338509.827,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338509.827,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338513.259,solicited,0,,0,
1771338513.326,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338513.562,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338515.474,solicited,0,,0,
1771338515.542,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338515.543,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338515.781,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338515.813,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338516.960,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338516.961,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338516.991,solicited,0,,0,
1771338517.735,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338517.769,solicited,0,,0,
1771338519.923,solicited,0,,0,
1771338529.880,solicited,0,,0,
1771338531.794,solicited,0,,0,
1771338531.863,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338531.864,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338532.231,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338534.280,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338534.313,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338534.313,solicited,0,,0,
1771338534.546,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338535.955,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338535.956,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338535.956,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338535.990,solicited,0,,0,
1771338537.064,solicited,0,,0,
1771338537.800,solicited,0,,0,
1771338538.944,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338539.213,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338539.213,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338539.214,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338539.446,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338539.514,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338539.515,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338539.548,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338539.549,solicited,0,,0,
1771338539.616,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338539.717,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338542.207,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338542.273,solicited,0,,0,
1771338543.114,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338543.146,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338543.146,solicited,0,,0,
1771338543.650,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338543.651,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338543.685,solicited,0,,0,
1771338545.303,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338545.303,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338545.335,solicited,0,,0,
1771338547.566,unsolicited,512,8,0,C8|08|08|00|00|00|17
1771338547.867,unsolicited,512,8,0,C8|08|08|00|00|00|17
1771338549.984,unsolicited,512,8,0,C0|08|08|00|00|00|0F
1771338551.163,solicited,1260,,512,
1771338551.164,unsolicited,448,7,1260,C0|07|08|00|00|00|0E
1771338551.164,unsolicited,448,7,1260,C0|07|08|00|00|00|0E
1771338562.767,solicited,1198,,448,
1771338562.798,unsolicited,448,7,1198,C0|07|08|00|00|00|0E
1771338565.388,unsolicited,448,7,1198,C0|07|08|00|00|00|0E
1771338565.389,solicited,1202,,448,
1771338565.421,unsolicited,448,7,1202,C0|07|08|00|00|00|0E
1771338565.656,unsolicited,448,7,1202,C0|07|08|00|00|00|0E
1771338572.079,unsolicited,0,0,1202,C0|00|08|00|00|00|07
1771338572.085,unsolicited,0,0,1202,C0|00|08|00|00|00|07
1771338572.113,solicited,0,,0,
1771338572.482,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338572.515,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338573.122,solicited,0,,0,
1771338573.258,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338573.258,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338576.588,solicited,0,,0,
1771338576.620,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771338578.068,solicited,0,,0,
