timestamp,source,rpm_value,raw_byte,other_source_rpm,raw_frame
1771327673.719,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327673.822,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327673.825,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327674.056,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327674.225,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327674.225,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327674.226,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327674.325,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327674.391,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327674.457,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327674.658,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327674.693,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327674.725,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.027,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.161,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.196,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.196,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.297,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.299,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.430,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.497,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.499,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.566,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.735,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.768,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.801,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.836,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.869,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.903,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.904,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327675.971,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327676.141,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327676.175,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327676.208,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327676.241,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327676.408,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327676.442,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327676.578,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327676.645,unsolicited,0,0,,C0|00|08|00|00|00|07
