timestamp,source,rpm_value,raw_byte,other_source_rpm,raw_frame
1771327155.150,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327155.169,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327155.170,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327155.172,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327155.174,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327155.258,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327155.293,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327155.390,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327155.424,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327155.457,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327155.558,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327155.560,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327155.592,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327155.692,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327155.995,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327156.162,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327156.198,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327156.264,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327156.332,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327156.365,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327156.499,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327156.566,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327156.633,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327156.767,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327156.799,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327156.800,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327156.833,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327156.833,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327156.899,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327156.900,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327156.932,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.000,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.068,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.100,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.101,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.166,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.300,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.332,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.365,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.399,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.432,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.467,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.501,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.535,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.568,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.601,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.669,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.903,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.936,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327157.939,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327158.004,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327158.039,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327158.104,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327158.340,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327158.372,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327158.373,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327158.438,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327158.505,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327158.506,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327158.539,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327158.572,unsolicited,0,0,,C0|00|08|00|00|00|07
