timestamp,source,rpm_value,raw_byte,other_source_rpm,raw_frame
1771322684.367,unsolicited,0,0,,C0|00|08|00|00|00|07
1771322684.706,unsolicited,0,0,,C0|00|08|00|00|00|07
1771322684.809,solicited,0,,0,
1771322684.813,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322684.814,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322684.877,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322689.945,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322690.283,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322690.454,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322690.486,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322690.520,solicited,0,,0,
1771322690.554,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322690.555,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322690.587,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322690.655,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322694.548,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322694.582,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322694.850,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322694.884,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322694.884,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322695.118,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322695.151,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322695.152,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322695.184,solicited,0,,0,
1771322695.219,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322695.251,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322697.813,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322697.847,solicited,0,,0,
1771322697.918,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322698.353,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322698.354,solicited,0,,0,
1771322699.232,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322699.668,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322700.343,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322700.344,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322700.914,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322700.915,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322700.949,solicited,0,,0,
1771322701.014,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322701.015,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322707.692,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322707.692,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322707.693,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322707.726,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322707.999,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322708.000,solicited,0,,0,
1771322708.068,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322710.058,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322710.127,solicited,0,,0,
1771322711.379,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322711.413,solicited,0,,0,
1771322711.414,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322712.696,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322712.766,solicited,0,,0,
1771322713.339,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322713.340,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322713.407,solicited,0,,0,
1771322713.477,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322715.667,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322715.700,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322715.734,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322715.734,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322715.769,solicited,0,,0,
1771322715.804,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322718.871,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322718.903,solicited,0,,0,
1771322719.004,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322719.243,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322719.379,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322719.647,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322722.478,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322722.512,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322723.250,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322723.519,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322723.553,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322724.826,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322725.496,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322725.564,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322726.235,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322726.236,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322726.773,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322726.774,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322726.807,solicited,0,,0,
1771322728.060,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322728.631,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322728.932,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322728.933,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322728.934,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322729.170,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322729.204,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322729.439,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322729.472,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322731.329,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322731.533,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322731.906,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322732.208,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322732.210,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322732.242,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322734.019,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322734.052,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322735.469,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322735.735,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322751.465,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322751.497,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322751.532,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322752.307,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322752.442,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322752.781,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322752.782,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322752.848,solicited,0,,0,
1771322752.916,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322752.916,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322753.053,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322753.053,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322753.086,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322753.086,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322753.120,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322758.063,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322758.129,solicited,0,,0,
1771322758.196,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322758.897,solicited,0,,0,
1771322758.898,unsolicited,0,0,0,C0|00|08|00|00|00|07
1771322758.932,unsolicited,0,0,0,C0|00|08|00|00|00|07
