timestamp,source,rpm_value,raw_byte,other_source_rpm,raw_frame
1771331269.380,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.384,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.388,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.388,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.390,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.391,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.395,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.397,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.529,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.534,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.562,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.599,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.631,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.732,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.797,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.832,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.832,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.899,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331269.966,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331270.037,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331270.067,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331270.133,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331270.134,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331270.202,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331270.204,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331270.205,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331270.239,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331270.436,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331270.538,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331270.641,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331270.642,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331270.742,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331270.775,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331270.812,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331270.843,unsolicited,0,0,,C0|00|08|00|00|00|07
1771331270.910,unsolicited,0,0,,C0|00|08|00|00|00|07
