timestamp,source,rpm_value,raw_byte,other_source_rpm,raw_frame
1771328643.861,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328643.933,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328643.967,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328644.033,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328644.101,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328644.134,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328644.202,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328644.235,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328644.268,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328644.402,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328644.501,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328644.569,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328644.602,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328644.703,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328644.771,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328644.906,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.006,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.040,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.107,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.173,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.207,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.275,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.309,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.342,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.376,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.443,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.477,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.510,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.543,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.577,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.609,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.711,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.881,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328645.981,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328646.014,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328646.047,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328646.218,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328646.251,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328646.252,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328646.285,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328646.386,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328646.488,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328646.556,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328646.589,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328646.691,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328646.757,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328646.959,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328646.992,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.058,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.091,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.226,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.227,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.296,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.330,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.397,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.430,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.463,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.464,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.498,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.531,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.633,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.700,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.768,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.801,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.869,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328647.902,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328648.037,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328648.103,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328648.136,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328648.271,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328648.339,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328648.439,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328648.472,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328648.474,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328648.505,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328648.605,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328648.707,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328648.776,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328648.809,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328648.843,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328648.978,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.045,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.046,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.147,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.180,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.180,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.248,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.314,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.314,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.415,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.449,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.484,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.550,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.583,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.617,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.617,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.716,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.816,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328649.816,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328650.153,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328650.252,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328650.286,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328650.452,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328650.485,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328650.486,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328650.553,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328650.653,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328650.686,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328650.754,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328650.755,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328650.756,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328650.922,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328650.956,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328651.023,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328651.126,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328651.227,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328651.296,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328651.329,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328651.329,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328651.429,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328651.461,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328651.628,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328651.730,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328651.762,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328651.796,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328651.831,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328651.897,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328651.931,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328651.966,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328652.034,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328652.231,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328652.398,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328652.432,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328652.465,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328652.630,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328652.663,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328652.730,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.033,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.068,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.101,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.135,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.202,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.236,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.270,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.303,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.336,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.439,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.471,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.505,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.506,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.538,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.571,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.572,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.673,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.741,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.775,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.810,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.843,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.945,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328653.979,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328654.117,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328654.184,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328654.217,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328654.250,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328654.352,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328654.455,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328654.488,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328654.555,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328654.589,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328654.623,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328654.624,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328654.692,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328654.724,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328654.827,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328654.894,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328654.928,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328654.961,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328655.129,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328655.264,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328655.297,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328655.331,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328655.365,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328655.499,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328655.600,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328655.667,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328655.803,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328655.872,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328655.906,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328655.941,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328656.007,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328656.074,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328656.075,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328656.141,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328656.175,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328656.208,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328656.277,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328656.342,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328656.344,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328656.511,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328656.545,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328656.613,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328656.679,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328656.964,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.031,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.066,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.099,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.234,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.333,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.367,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.399,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.468,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.504,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.632,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.633,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.665,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.733,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.733,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.778,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.854,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.884,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.993,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328657.994,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328658.062,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328658.118,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328658.225,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328658.291,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328658.436,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328658.673,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328658.928,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328659.031,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328659.084,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328659.150,unsolicited,0,0,,C0|00|08|00|00|00|07
1771328659.183,unsolicited,0,0,,C0|00|08|00|00|00|07
