timestamp,source,rpm_value,raw_byte,other_source_rpm,raw_frame
1771327068.384,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327068.406,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327068.506,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327068.507,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327068.573,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327068.607,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327068.674,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327068.708,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327068.741,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327068.808,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327068.873,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327068.941,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327069.009,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327069.242,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327069.377,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327069.511,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327069.512,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327069.580,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327069.645,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327069.678,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327069.712,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327069.713,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327069.746,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327070.182,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327070.218,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327070.315,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327070.348,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327070.585,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327070.717,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327070.851,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327070.918,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327070.952,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327070.987,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327071.020,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327071.053,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327071.088,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327071.255,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327071.255,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327071.489,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327071.489,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327071.557,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327071.623,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327071.757,unsolicited,0,0,,C0|00|08|00|00|00|07
1771327071.758,unsolicited,0,0,,C0|00|08|00|00|00|07
