timestamp,seq,raw_value,div2,minus18_div2,minus40,full_data
1635966,5356,70,35.0,26.0,30,00 46 C1 80
1791217,12987,70,35.0,26.0,30,00 46 C1 00
1833150,15086,68,34.0,25.0,28,00 44 60 00
1983702,21703,68,34.0,25.0,28,00 44 60 88
863685,40621,68,34.0,25.0,28,00 44 60 80
